"CODE","SHORTDESCRIPTION"
"151219","Sunflower or safflower oil,fractions simply refined"
"151221","Cotton-seed oil crude"
"151229","Cotton-seed or fractions simply refined"
"151311","Coconut (copra) oil crude"
"151319","Coconut (copra) oil or fractions simply refined"
"151321","Palm kernel or babassu oil, crude"
"151329","Palm kernel & babassu oil, fractions, simply refined"
"151410","Canola, rape, colza or mustard oil, crude"
"151490","Canola, rape, colza or mustard oil, fractions, refine"
"151511","Linseed oil, crude"
"151519","Linseed oil,fractions, refined not chemically modifie"
"151521","Maize oil crude"
"151529","Maize oil, fractions, refined not chemically modified"
"151530","Castor oil or fractions not chemically modified"
"151540","Tung oil or fractions not chemically modified"
"151550","Sesame oil or fractions not chemically modified"
"151560","Jojoba oil or fractions not chemically modified"
"151590","Veg fats, oils nes, fractions, not chemically modifie"
"151610","Animal fats, oils, fractions, hydrogenated, esterifie"
"151620","Veg fats, oils or fractions hydrogenated, esterified"
"151710","Margarine, except liquid margarine"
"151790","Edible mix & preparations of animal & veg fat, oil ne"
"151800","Processed animal, vegetable oils, industrial preps ne"
"151911","Stearic acid"
"151912","Oleic acid"
"151913","Tall oil fatty acids"
"151919","Industrial monocarboxylic fatty acids, nes, acid oils"
"151920","Acid oils from refining"
"151930","Industrial fatty alcohols"
"152010","Glycerol (glycerine), crude and glycerol waters & lye"
"152090","Glycerol (glycerine), nes including synthetic glycero"
"152110","Vegetable waxes except triglycerides"
"152190","Beeswax, other insect waxes and spermaceti"
"152200","Degras, residues from treatment animal & veg waxes"
"160100","Sausages, similar products of meat, meat offal & bloo"
"160210","Homogenized preparations of meat and meat offal"
"160220","Livers of any animal prepared or preserved"
"160231","Turkey meat, offal prepared or preserved, except live"
"160239","Fowl, duck,goose, offal, prepared, preserved not live"
"160241","Swine hams & cuts thereof, prepared or preserved"
"160242","Swine shoulders & cuts thereof, prepared or preserved"
"160249","Swine meat or offal nes, prepared,preserved, not live"
"160250","Bovine meat, offal nes, not livers, prepared/preserve"
"160290","Meat, meat offal and blood, prepared or preserved, ne"
"160300","Extracts, juices of meat, fish, aquatic invertebrates"
"160411","Salmon prepared or preserved, not minced"
"160412","Herrings, prepared or preserved, not minced"
"160413","Sardine, brisling, sprat prepared/preserved,not mince"
"160414","Tuna, skipjack, bonito, prepared/preserved, not mince"
"160415","Mackerel, prepared or preserved, not minced"
"160416","Anchovies, prepared or preserved, not minced"
"160419","Fish nes, prepared or preserved, not minced"
"160420","Fish prepared or preserved, except whole, in pieces"
"160430","Caviar and caviar substitutes prepared from fish eggs"
"160510","Crab, prepared or preserved"
"160520","Shrimps and prawns, prepared or preserved"
"160530","Lobster, prepared or preserved"
"160540","Crustaceans nes, prepared or preserved"
"160590","Molluscs and shellfish nes, prepared or preserved"
"170111","Raw sugar, cane"
"170112","Raw sugar, beet"
"170191","Refined sugar, in solid form, flavoured or coloured"
"170199","Refined sugar, in solid form, nes, pure sucrose"
"170210","Lactose and lactose syrup"
"170220","Maple sugar and maple syrup"
"170230","Glucose, glucose syrup < 20% fructose"
"170240","Glucose including syrup of 20%-50% dry weight fructos"
"170250","Fructose, chemically pure"
"170260","Fructose, syrup > 50% fructose, not pure fructose"
"170290","Sugar nes, invert sugar, caramel and artificial honey"
"170310","Cane molasses"
"170390","Molasses, except cane molasses"
"170410","Chewing gum containing sugar, except medicinal"
"170490","Sugar confectionery not chewing gum, no cocoa content"
"180100","Cocoa beans, whole or broken, raw or roasted"
"180200","Cocoa shells, husks, skins and waste"
"180310","Cocoa paste not defatted"
"180320","Cocoa paste wholly or partly defatted"
"180400","Cocoa butter, fat, oil"
"180500","Cocoa powder, unsweetened"
"180610","Cocoa powder, sweetened"
"180620","Chocolate and other food preps containing cocoa > 2 k"
"180631","Chocolate, cocoa preps, block, slab, bar, filled, >2k"
"180632","Chocolate, cocoa prep, block/slab/bar, not filled,>2k"
"180690","Chocolate/cocoa food preparations nes"
"190110","Infant foods of cereals, flour, starch or milk, retai"
"190120","Mixes and doughs for bread, pastry, biscuits, etc."
"190190","Malt extract & limited cocoa pastrycooks products nes"
"190211","Uncooked egg pasta not stuffed or prepared"
"190219","Uncooked pasta, not stuffed or prepared, without eggs"
"190220","Stuffed pasta"
"190230","Pasta except uncooked or stuffed"
"190240","Couscous"
"190300","Tapioca and tapioca substitutes"
"190410","Cereal foods obtained by swelling, roasting of cereal"
"190490","Cereals, except maize grain, prepared nes"
"190510","Crispbread"
"190520","Gingerbread and the like"
"190530","Sweet biscuits, waffles and wafers"
"190540","Rusks, toasted bread and similar toasted products"
"190590","Communion wafers, rice paper, bakers wares nes"
"200110","Cucumbers,gherkins, prepared or preserved by vinegar"
"200120","Onions prepared or preserved by vinegar"
"200190","Veg, fruit, nuts nes prepared or preserved by vinegar"
"200210","Tomatoes, whole/pieces, prepared/preserved, no vinega"
"200290","Tomatoes nes, prepared or preserved, not in vinegar"
"200310","Mushrooms, prepared or preserved, not in vinegar"
"200320","Truffles, prepared or preserved, not in vinegar"
"200410","Potatoes, prepared, frozen"
"200490","Vegetables nes and mixtures, prepared, frozen"
"200510","Homogenized vegetable preparations, not frozen/vinega"
"200520","Potatoes, prepared or preserved, not frozen/vinegar"
"200530","Sauerkraut, prepared or preserved, not frozen/vinegar"
"200540","Peas, prepared or preserved, not frozen/vinegar"
"200551","Beans, shelled, prepared/preserved, not frozen/vinega"
"200559","Beans nes, prepared or preserved, not frozen/vinegar"
"200560","Asparagus, prepared or preserved, not frozen/vinegar"
"200570","Olives, prepared or preserved, not frozen/vinegar"
"200580","Sweet corn, prepared or preserved, not frozen/vinegar"
"200590","Veg nes, mixes, prepared/preserved, not frozen/vinega"
"200600","Fruits, nuts, fruit-peel, etc preserved by sugar"
"200710","Homogenised jams, jellies, etc"
"200791","Citrus based jams jellies marmalade, etc."
"200799","Jams, fruit jellies, purees and pastes, except citrus"
"200811","Ground-nuts otherwise prepared or preserved"
"200819","Nuts, seeds & mixes, otherwise prepared or preserved"
"200820","Pineapples, otherwise prepared or preserved"
"200830","Citrus fruits, otherwise prepared or preserved"
"200840","Pears, otherwise prepared or preserved"
"200850","Apricots, otherwise prepared or preserved"
"200860","Cherries, otherwise prepared or preserved"
"200870","Peaches, otherwise prepared or preserved"
"200880","Strawberries, otherwise prepared or preserved"
"200891","Palm hearts, otherwise prepared or preserved"
"200892","Fruit mixtures, otherwise prepared or preserved"
"200899","Fruit, edible plants nes otherwise prepared/preserved"
"200911","Orange juice, frozen, not fermented or spirited"
"200919","Orange juice, not fermented, spirited, or frozen"
"200920","Grapefruit juice, not fermented or spirited"
"200930","Citrus juice nes (one fruit) not fermented or spirite"
"200940","Pineapple juice, not fermented or spirited"
"200950","Tomato juice not fermented or spirited"
"200960","Grape juice or must not fermented or spirited"
"200970","Apple juice not fermented or spirited"
"200980","Single fruit, veg juice nes, not fermented or spirite"
"200990","Mixtures of juices not fermented or spirited"
"210110","Coffee extracts, essences, concentrates, preparations"
"210120","Tea and mate extracts, essences and concentrates"
"210130","Chicory & other coffee substitutes, roasted & product"
"210210","Yeasts, active"
"210220","Yeasts, inactive, dead unicellular organisms nes"
"210230","Baking powders, prepared"
"210310","Soya sauce"
"210320","Tomato ketchup and other tomato sauces"
"210330","Mustard flour or meal and prepared mustard"
"210390","Sauces nes, mixed condiments, mixed seasoning"
"210410","Soups and broths and preparations thereof"
"210420","Homogenised composite food preparations"
"210500","Ice cream and other edible ice"
"210610","Protein concentrates and textured protein substances"
"210690","Food preparations nes"
"220110","Mineral and aerated waters not sweetened or flavoured"
"220190","Ice, snow and potable water not sweetened or flavoure"
"220210","Beverage waters, sweetened or flavoured"
"220290","Non-alcoholic beverages nes, except fruit, veg juices"
"220300","Beer made from malt"
"220410","Grape wines, sparkling"
"220421","Grape wines nes, fortified wine or must, pack < 2l"
"220429","Grape wines, alcoholic grape must nes"
"220430","Grape must, unfermented, except as fruit juice"
"220510","Vermouth and other flavoured grape wines - pack < 2l"
"220590","Vermouth and other flavoured grape wines - pack > 2l"
"220600","Fermented beverages nes (eg cider, perry, mead, etc)"
"220710","Undenatured ethyl alcohol > 80% by volume"
"220720","Ethyl alcohol and other spirits, denatured"
"220810","Compound alcoholic preps for beverage manufacture"
"220820","Spirits obtained by distilling grape wine, grape marc"
"220830","Whiskies"
"220840","Rum and tafia"
"220850","Gin and Geneva"
"220890","Alcoholic liqueurs nes"
"220900","Vinegar and substitutes for vinegar from acetic acid"
"230110","Flour or meal, pellet of meat or offal for animal fee"
"230120","Flour or meal, pellet, fish, etc, for animal feed"
"230210","Maize bran, sharps, other residues"
"230220","Rice bran, sharps, other residues"
"230230","Wheat bran, sharps, other residues"
"230240","Cereal bran, sharps, residue except maize, wheat, ric"
"230250","Bran, sharps and other residues of leguminous plants"
"230310","Residues of starch manufacture and similar residues"
"230320","Beet-pulp, bagasse & other waste of sugar manufacture"
"230330","Brewing or distilling dregs and waste"
"230400","Soya-bean oil-cake and other solid residues"
"230500","Ground-nut oil-cake and other solid residues"
"230610","Cotton seed oil-cake and other solid residues"
"230620","Linseed oil-cake and other solid residues"
"230630","Sunflower seed oil-cake and other solid residues"
"230640","Rape or colza seed oil-cake and other solid residues"
"230650","Coconut or copra oil-cake and other solid residues"
"230660","Palm nut or kernel oil cake and other solid residues"
"230690","Vegetable oil-cake and other solid residues nes"
"230700","Wine lees, argol"
"230810","Acorns and horse-chestnuts for animal feed"
"230890","Vegetable wastes and residues nes for animal feed"
"230910","Dog or cat food (retail)"
"230990","Animal feed preparations nes"
"240110","Tobacco, unmanufactured, not stemmed or stripped"
"240120","Tobacco, unmanufactured, stemmed or stripped"
"240130","Tobacco refuse"
"240210","Cigars, cheroots and cigarillos, containing tobacco"
"240220","Cigarettes containing tobacco"
"240290","Cigars, cheroots, cigarettes, with tobacco substitute"
"240310","Cigarette or pipe tobacco and tobacco substitute mixe"
"240391","Homogenized or reconstituted tobacco"
"240399","Products of tobacco, substitute nes, extract, essence"
"250100","Salt (sodium chloride) including solution, salt water"
"250200","Unroasted iron pyrites"
"250310","Sulphur, crude or unrefined"
"250390","refined sulphur, not sublimate, precipitate, colloida"
"250410","Natural graphite in powder or flakes"
"250490","Natural graphite, except powder or flakes"
"250510","Silica sands and quartz sands"
"250590","Natural sands nes, except sand for mineral extraction"
"250610","Quartz (other than natural sands)"
"250621","Quartzite, crude or roughly trimmed"
"250629","Quartzite, slabs etc."
"250700","Kaolin and other kaolinic clays"
"250810","Bentonite"
"250820","Decolourising earths and fuller's earth"
"250830","Fire-clay"
"250840","Other clays(except expanded clay for insulation)"
"250850","Andalusite, kyanite and sillimanite"
"252400","Asbestos"
"252510","Mica in crude form, sheets and splittings"
"252520","Mica powder"
"252530","Mica waste"
"252610","Natural steatite, not crushed or powdered"
"252620","Natural steatite, crushed or powdered"
"252700","Natural cryolite, natural chiolite"
"252810","Natural sodium borates and concentrates"
"252890","Natural borates etc nes, natural boric acid (<85%)"
"252910","Feldspar"
"252921","Fluorspar, <97% calcium fluoride"
"252922","Fluorspar, >97% calcium fluoride"
"252930","Leucite, nepheline and nepheline syenite"
"253010","Vermiculite, perlite and chlorites, unexpanded"
"253020","Kieserite, epsomite (natural magnesium sulphates)"
"253030","Earth colours"
"253040","Natural micaceous iron oxides"
"253090","Mineral substances, nes"
"260111","Iron ore, concentrate, not iron pyrites,unagglomerate"
"260112","Iron ore, concentrate, not iron pyrites, agglomerated"
"260120","Roasted iron pyrites"
"260200","Manganese ores, concentrates, iron ores >20% Manganes"
"260300","Copper ores and concentrates"
"260400","Nickel ores and concentrates"
"260500","Cobalt ores and concentrates"
"260600","Aluminium ores and concentrates"
"260700","Lead ores and concentrates"
"260800","Zinc ores and concentrates"
"260900","Tin ores and concentrates"
"261000","Chromium ores and concentrates"
"261100","Tungsten ores and concentrates"
"261210","Uranium ores and concentrates"
"261220","Thorium ores and concentrates"
"261310","Molybdenum concentrates, roasted"
"261390","Molybdenum ores and concentrates except roasted"
"261400","Titanium ores and concentrates"
"261510","Zirconium ores and concentrates"
"261590","Niobium, tantalum and vanadium ores and concentrates"
"261610","Silver ores and concentrates"
"261690","Precious metal ores and concentrates except silver"
