"CODE","SHORTDESCRIPTION"
"843710","Machines to clean, sort, grade seed,grain, dry legume"
"843780","Machines to mill or work cereals or dried legumes nes"
"843790","Parts grain, seed, dry legumes processing equipment"
"843810","Bakery and pasta making machinery"
"843820","Machines, confectionery, cocoa, chocolate manufacture"
"843830","Machinery for sugar refining and manufacture"
"843840","Brewery machinery"
"843850","Machinery for the preparation of meat and poultry"
"843860","Machinery for preparation of fruits, nuts, vegetables"
"843880","Industrial machinery nes for food, drink preparation"
"843890","Industrial machine parts, food, drink preparation"
"843910","Machinery for pulping fibrous cellulosic material"
"843920","Machinery for making paper or paperboard"
"843930","Machinery for finishing paper or paperboard"
"843991","Parts of machines for making paper, etc pulp"
"843999","Parts of machines for making paper or paperboard"
"844010","Book-binding machinery including book-sewing machines"
"844090","Parts of book-binding and book-sewing machines"
"844110","Cutting machines for paper pulp, paper or paperboard"
"844120","Machines for making paper/board bags, sacks, envelope"
"844130","Machines making paper/board boxes etc, except moulded"
"844140","Machines for moulding articles in pulp, paper, board"
"844180","Machinery for making up pulp, paper, paperboard nes"
"844190","Parts of machinery for making pulp, paper or board"
"844210","Photo-typesetting and composing machines"
"844220","Typesetting equipment other than photo"
"844230","Machinery/equipment for print preparation nes"
"844240","Parts of machinery for print preparation"
"844250","Printing type, blocks, plates, cylinders etc"
"844311","Reel fed offset printing machinery"
"844312","Sheet fed, office offset printers, sheet < 22x36 cm"
"844319","Offset printing machinery nes"
"844321","Reel fed letterpress printers except flexographic"
"844329","Letterpress printing machinery nes except flexographi"
"844330","Flexographic printing machinery"
"844340","Gravure printing machinery"
"844350","Printing machinery nes"
"844360","Machines for uses ancillary to printing"
"844390","Parts of printing machinery and ancillary equipment"
"844400","Machines to extrude, draw, cut manmade textile fibres"
"844511","Textile fibre carding machines"
"844512","Textile fibre combing machines"
"844513","Textile fibre drawing or roving machines"
"844519","Textile fibre preparing machines nes"
"844520","Textile yarn spinning machines"
"844530","Textile yarn doubling or twisting machines"
"844540","Textile yarn winding or reeling machines"
"844590","Machinery for producing or preparing textile yarn nes"
"844610","Machines for weaving fabric, width < 30 cm"
"844621","Shuttle type power loom for weaving fabric >30cm wide"
"844629","Shuttle type looms nes for weaving fabric >30cm wide"
"844630","Shuttle-less looms for weaving fabric >30cm wide"
"844711","Circular knitting machines, diameter < 165 mm"
"844712","Circular knitting machines, diameter > 165 mm"
"844720","Flat knitting machines, stitch-bonding machines"
"844790","Tulle, lace, embroidery, trimmings etc making machine"
"844811","Dobbies, Jacquards, etc for spinning machines & looms"
"844819","Auxiliary machines nes for spin, weave, knit machines"
"844820","Parts/access, machines for preparing manmade textiles"
"844831","Card clothing for combing, drawing, spinning machines"
"844832","Parts and access except card clothing for spinning et"
"844833","Spinning spindles, spindle flyers, spinning rings"
"844839","Parts etc of spinning, combing, drawing machines nes"
"844841","Shuttles for weaving machines (looms)"
"844842","Reeds, healds, heald-frames for weaving looms"
"844849","Parts & accessories of looms, auxiliary machinery nes"
"844851","Sinkers, needles etc for knitting, etc machines"
"844859","Parts, access nes, knitting, embroidery, lace machine"
"844900","Machinery for making felt, nonwovens, including hats"
"845011","Automatic washing machines, of a dry capacity < 10 kg"
"845012","Washing machines nes, capacity <10 kg, built-in drier"
"845019","Household/laundry-type washing machines <10 kg, nes"
"845020","Household or laundry-type washing machines, cap >10kg"
"845090","Parts of household or laundry-type washing machines"
"845110","Dry-cleaning machines"
"845121","Drying machines, capacity <10 kg, except washer-drier"
"845129","Drying machines, nes"
"845130","Ironing machines and presses including fusing presses"
"845140","Washing, bleaching or dyeing machines (non-domestic)"
"845150","Machinery to reel, fold, cut, pink, etc textile fabri"
"845180","Machinery to impregnate textiles, make linoleum, etc"
"845190","Parts of machines for treating textile fabrics"
"845210","Household type sewing machines"
"845221","Automatic sewing machines, other than book-sewing nes"
"845229","Sewing machines, other than book-sewing machines, nes"
"845230","Sewing machine needles"
"845240","Furniture, bases, covers for sewing machines, parts"
"845290","Parts of sewing machines, nes"
"845310","Machinery to prepare, tan, work hides, skins, leather"
"845320","Machinery for making or repairing footwear"
"845380","Machinery for leather, skin goods making except sewin"
"845390","Parts of machinery for leather industry"
"845410","Converters used in metallurgy or metal foundries"
"845420","Ingot moulds and ladles used in metallurgy/foundries"
"845430","Casting machines used in metallurgy, foundries"
"845490","Parts of equipment for metallurgy, foundries"
"845510","Tube mills, metal rolling"
"845521","Hot, or combination hot-cold metal rolling mills"
"845522","Cold metal rolling mills"
"845530","Rolls for metal rolling mills"
"845590","Parts of metal rolling mills and rolls"
"845610","Laser, light and photon beam process machine tools"
"845620","Ultrasonic process machine tools"
"845630","Electro-discharge process machine tools"
"845690","Electro-chem/electron beam/plasma arc/etc machine too"
"845710","Machining centres, for working metal"
"845720","Unit construction machines, metal work"
"845730","Multi-station transfer machines for working metal"
"845811","Horizontal numerically controlled metal work lathes"
"845819","Horizontal lathes nes for metal"
"845891","Lathes nes numerically controlled for removing metal"
"845899","Lathes nes for removing metal"
"845910","Way-type unit head machines, metal working"
"845921","Numerically controlled metal working drill machines"
"845929","Drilling machines for metal, except num controlled"
"845931","Boring-milling machines num controlled for metal"
"845939","Boring-milling machines nes for removing metal"
"845940","Boring machines nes for removing metal"
"845951","Milling machines, knee-type num controlled for metal"
"845959","Milling machines, knee-type nes for removing metal"
"845961","Milling machines nes, num controlled for metal"
"845969","Milling machines nes, for metal"
"845970","Threading or tapping machines nes for metal"
"846011","Num controlled surface grinders, accurate to 0.01mm"
"846019","Surface grinding machines accurate to 0.01mm nes"
"846021","Num controlled grinding machines nes, accuracy 0.01mm"
"846029","Grinding machines nes, accurate to 0.01mm"
"846031","Sharpening (tool, cutter grind) machines, num control"
"846039","Sharpening (tool, cutter grind) machines nes"
"846040","Honing or lapping machines"
"846090","Machine tools for finishing metals, nes"
"846110","Metal planing machines"
"846120","Metal shaping or slotting machines"
"846130","Metal broaching machines"
"846140","Gear cutting, grinding and finishing machines"
"846150","Metal sawing or cutting-off machines"
"846190","Metal cuttting, shaping, filing, engrave machines, ne"
"846210","Machine tools to forge, stamp, hammer or press metals"
"846221","Num controlled machine tools to bend, fold, etc, meta"
"846229","Machine tools to bend, fold, shear or press metal, ne"
"846231","Num controlled shearing (non-punching) machine tools"
"846239","Shearing (except punch-shear) machine tools, nes"
"846241","Num controlled punch, notch, punch-shear machines"
"846249","Punching, notching, punch-shear machine tools, nes"
"846291","Hydraulic presses for working metal"
"846299","Metal shaping presses, nes"
"846310","Draw-benches for bars, tubes, profiles wire etc"
"846320","Thread rolling machines for working metal, etc"
"846330","Machines for working metal wire"
"846390","Machine-tools (metal, carbides) not metal removal, ne"
"846410","Sawing machines for stone, ceramics and glass"
"846420","Grinding/polishing machines for stone, ceramics, glas"
"846490","Machine tools nes for stone, ceramics and cold glass"
"846510","Multi-purpose machines for wood etc work"
"846591","Sawing machines for working wood, cork, etc"
"846592","Planing and milling machines for wood, cork, etc"
"846593","Grinding, sanding, polishing machines for wood, et c"
"846594","Bending or assembling machines for wood, etc"
"846595","Drilling or morticing machines for wood, etc"
"846596","Splitting, slicing or paring machines for wood, etc"
"846599","Machine tools for wood, cork or hard plastic, etc nes"
"846610","Tool holders, self-opening dieheads, for machine tool"
"846620","Work holders for use with machine tools"
"846630","Dividing heads/attachments nes for machine tools"
"846691","Parts, accessories nes, stone, ceramic machine tools"
"846692","Parts, accessories nes, wood, plastic machine tools"
"846693","Parts, accessories nes, metal cutting machine tools"
"846694","Parts, accessories nes, metal shaping machine tools"
"846711","Tools for working in the hand, pneumatic rotary type"
"846719","Tools for working in the hand, pneumatic type nes"
"846781","Chain saws"
"846789","Tools for working in hand, non-electric motor nes"
"846791","Chain saw parts"
"846792","Pneumatic hand tool parts"
"846799","Hand held tools nes, parts thereof"
"846810","Torches, hand-held, for soldering/brazing/welding"
"846820","Gas-operated machinery for welding nes"
"846880","Welding machinery not gas-operated"
"846890","Welding machinery parts"
"846910","Automatic typewriters and word-processing machines"
"846921","Typewriters, electric, > 12 kg, non-automatic"
"846929","Typewriters, electric, < 12 kg, non-automatic"
"846931","Typewriters, non-electric, > 12 kg"
"846939","Typewriters, non-electric < 12 kg"
"847010","Electronic calculators operable with internal power"
"847021","Electronic calculators, printing, external power"
"847029","Electronic calculators, non-printing, external power"
"847030","Calculating machines, non-electric"
"847040","Accounting machines"
"847050","Cash registers"
"847090","Postage franking, ticket-issuing machines, etc"
"847110","Analogue or hybrid computers"
"847120","Digital computers with cpu and input-output units"
"847191","Digital computer cpu with some of storage/input/outpu"
"847192","Computer input or output units"
"847193","Computer data storage units"
"847199","Automatic data processing machines and units, nes"
"847210","Office duplicating machines"
"847220","Addressing machines, address plate embossing machines"
"847230","Machinery for processing mail of all kinds"
"847290","Office machines, nes"
"847310","Parts and accessories of typewriters, word processors"
"847321","Parts and accessories of electronic calculators"
"847329","Parts and accessories of accounting machines, nes"
"847330","Parts and accessories of data processing equipment ne"
"847340","Parts and accessories of office machines, nes"
"847410","Machines to sort, screen, wash stone, ores & minerals"
"847420","Machines to crush or grind stone, ores and minerals"
"847431","Concrete or mortar mixing machines"
"847432","Machines for mixing mineral substances with bitumen"
"847439","Mixing, kneading machines for minerals except bitumen"
"847480","Machines to agglomerate, shape, mould minerals or fue"
"847490","Parts for mineral sort, screen, mix, etc machines"
"847510","Machines to assemble electric lamps, glass envelope"
"847520","Machines for manufacturing or hot working glass nes"
"847590","Parts of hot glass working machines"
"847611","Automatic food-vendors with heating or refrigeration"
"847619","Automatic goods-vending machines, non-food"
"847690","Parts of automatic goods-vending machinery"
"847710","Injection-moulding machines for rubber or plastic"
"847720","Extruders for working rubber or plastic"
"847730","Blow moulding machines for rubber or plastic"
"847740","rubber or plastic vacuum moulders, thermoformers"
"847751","Pneumatic tyre moulding and retreading machinery, etc"
"847759","rubber or plastic moulding and forming machines nes"
"847780","rubber or plastic working machines, nes"
"847790","Parts of machines for working rubber or plastic"
"847810","Machinery for preparing or making up tobacco"
"847890","Parts of machinery for preparing tobacco"
"847910","Machines for public works, building etc, nes"
"847920","Machines to process animal or fixed veg fats or oils"
"847930","Presses for particle, fibre board, etc manufacture"
"847940","Rope or cable-making machines"
"847981","Metal treating machines, electric wire coil-winders"
"847982","Machines to mix, knead, crush, grind, etc, nes"
"847989","Machines and mechanical appliances nes"
"847990","Parts of machines and mechanical appliances nes"
"848010","Boxes, moulding, for metal foundry"
"848020","Bases, moulding"
"848030","Patterns, moulding"
"848041","Moulds, injection or compression, for metals/carbides"
"848049","Moulds for metal or metal carbides, nes"
"848050","Moulds for glass"
"848060","Moulds for mineral materials"
"848071","Moulds, injection & compression, for rubber or plasti"
"848079","Moulds for rubber or plastic, nes"
"848110","Valves, pressure reducing"
"848120","Valves for oleohydraulic or pneumatic transmissions"
"848130","Valves, check"
"848140","Valves, safety or relief"
"848180","Taps, cocks, valves and similar appliances, nes"
"848190","Parts of taps, cocks, valves or similar appliances"
"848210","Bearings, ball"
"848220","Bearings, tapered roller, including assemblies"
"848230","Bearings, spherical roller"
"848240","Bearings, needle roller"
"848250","Bearings, cylindrical roller, nes"
"848280","Bearings, ball or roller, nes, including combinations"
"848291","Balls, needles and rollers for bearings"
"848299","Bearing parts, nes"
"848310","Transmission shafts and cranks, cam and crank shafts"
"848320","Bearing housings etc incorporating ball/roller bearin"
"848330","Bearing housings, shafts, without ball/roller bearing"
"848340","Gearing, ball screws, speed changers, torque converte"
"848350","Flywheels and pulleys including pulley blocks"
"848360","Clutches, shaft couplings, universal joints"
"848390","Parts of power transmission etc equipment"
"848410","Gaskets of metal sheeting, including sandwich type"
"848490","Gasket sets, other joints of similar composition"
"848510","Ships' or boats' propellers and blades thereof"
"848590","Machinery parts, non-electrical, nes"
"850110","Electric motors of an output < 37.5 watts"
"850120","Universal AC/DC motors of an output < 37.5 watts"
"850131","DC motors, DC generators, of an output < 750 watts"
"850132","DC motors, DC generators, of an output 0.75-75 kW"
"850133","DC motors, DC generators, of an output 75-375 kW"
"850134","DC motors, DC generators, of an output >375 kW"
"850140","AC motors, single-phase, nes"
"850151","AC motors, multi-phase, of an output < 750 Watts"
"850152","AC motors, multi-phase, of an output 0.75-75 kW"
"850153","AC motors, multi-phase, of an output > 75 kW"
"850161","AC generators, of an output < 75 kVA"
"850162","AC generators, of an output 75-375 kVA"
"850163","AC generators, of an output 375-750 kVA"
"850164","AC generators, of an output > 750 kVA"
"850211","Generating sets, diesel, output < 75 kVA"
"850212","Generating sets, diesel, output 75-375 kVA"
"850213","Generating sets, diesel, output > 375 kVA"
"850220","Generating sets, with spark ignition engines"
"850230","Electric generating sets, nes"
"850240","Electric rotary converters"
"850300","Parts for electric motors and generators"
"850410","Ballasts for discharge lamps or tubes"
"850421","Liquid dielectric transformers < 650 KVA"
"850422","Liquid dielectric transformers 650-10,000KVA"
"850423","Liquid dielectric transformers > 10,000 KVA"
"850431","Transformers electric, power capacity < 1 KVA, nes"
"850432","Transformers electric, power capacity 1-16 KVA, nes"
"850433","Transformers electric, power capacity 16-500 KVA"
"850434","Transformers electric, power capacity > 500 KVA, nes"
"850440","Static converters, nes"
"850450","Inductors, electric"
"850490","Parts of electrical transformers and inductors"
"850511","Metal permanent magnets, articles intended as magnets"
"850519","Permanent magnets & articles intended as magnets, nes"
"850520","Electro-magnetic couplings, clutches and brakes"
"850530","Electro-magnetic lifting heads"
"850590","Electro-magnets nes and parts of magnetic devices"
"850611","Manganese dioxide primary cell/battery volume < 300 c"
"850612","Mercuric oxide primary cell, battery, volume < 300 cc"
"850613","Silver oxide primary cells, batteries volume < 300 cc"
"850619","Primary cells, primary batteries nes, volume < 300 cc"
"850620","Primary cells, primary batteries nes, volume > 300 cc"
"850690","Parts of primary cells and primary batteries"
"850710","Lead-acid electric accumulators (vehicle)"
"850720","Lead-acid electric accumulators except for vehicles"
"850730","Nickel-cadmium electric accumulators"
"850740","Nickel-iron electric accumulators"
"850780","Electric accumulators, nes"
"850790","Parts of electric accumulators, including separators"
"850810","Drills, hand-held, with self-contained electric motor"
"850820","Saws, hand-held, with self-contained electric motor"
"850880","Tools, hand-held, with electric motor, not drills/saw"
"850890","Parts, hand tools with self-contained electric motor"
"850910","Domestic vacuum cleaners"
"850920","Domestic floor polishers"
"850930","Domestic kitchen waste disposers"
"850940","Domestic food grinders, mixers, juice extractors"
"850980","Domestic appliances, with electric motor, nes"
"850990","Parts of domestic appliances with electric motor"
"851010","Shavers, with self-contained electric motor"
"851020","Hair clippers, with self-contained electric motor"
"851090","Parts of shavers/hair clippers, electric"
"851110","Spark plugs"
"851120","Ignition magnetos, magneto-generators and flywheels"
"851130","Distributors and ignition coils"
"851140","Starter motors"
"851150","Generators and alternators"
"851180","Glow plugs & other ignition or starting equipment nes"
"851190","Parts of electrical ignition or starting equipment"
"851210","Lighting/signalling equipment as used on bicycles"
"851220","Lighting/visual signalling equipment nes"
"851230","Sound signalling equipment"
"851240","Windscreen wipers/defrosters/demisters"
"851290","Parts of cycle & vehicle light, signal, etc equipment"
"851310","Portable battery and magneto-electric lamps"
"851390","Parts for portable battery & magneto electric lamps"
"851410","Industrial electric resistance heated furnaces & oven"
"851420","Industrial electric induction, dielectric furnace/ove"
"851430","Industrial/laboratory electric furnaces and ovens nes"
"851440","Industrial induction/dielectric heating equipment nes"
"851490","Parts of industrial/etc electric furnaces/ovens nes"
"851511","Electric soldering irons and guns"
"851519","Electric brazing, soldering machines and apparatus ne"
"851521","Electric resistance welding equipment, automatic"
"851529","Electric resistance welding equipment, non-automatic"
"851531","Automatic electric plasma, other arc welding equipmen"
"851539","Non-automatic electric plasma and other arc welders"
"851580","Electric, laser and ultrasonic welding equipment nes"
"851590","Parts of electric solder, weld or braze equipment"
"851610","Electric instant, storage and immersion water heaters"
"851621","Electric storage heating radiators"
"851629","Electric space heating nes and soil heating apparatus"
"851631","Electric hair dryers"
"851632","Electro-thermic hairdressing apparatus, nes"
"851633","Electro-thermic hand drying apparatus"
"851640","Electric smoothing irons"
"851650","Microwave ovens"
"851660","Electric cooking, grilling & roasting equipment nes"
"851671","Electric coffee or tea makers, domestic"
"851672","Electric toasters, domestic"
"851679","Electro-thermic appliances, domestic, nes"
"851680","Electric heating resistors"
"851690","Parts of electro-thermic apparatus, domestic, etc"
"851710","Telephone sets"
"851720","Teleprinters"
"851730","Telephonic or telegraphic switching apparatus"
"851740","Apparatus, for carrier-current line systems, nes"
"851781","Telephonic apparatus, nes"
"851782","Telegraphic apparatus, nes"
"851790","Parts of line telephone/telegraph equipment, nes"
"851810","Microphones and stands thereof"
"851821","Single loudspeakers, mounted in enclosure"
"851822","Multiple loudspeakers, mounted in single enclosure"
"851829","Loudspeakers, nes"
"851830","Headphones, earphones, combinations"
"851840","Audio-frequency electric amplifiers"
"851850","Electric sound amplifier sets"
"851890","Parts of non-recording electronic equipment"
"851910","Coin or disc-operated record-players"
"851921","Record-players without built-in loudspeaker, nes"
"851929","Record-players with loudspeakers, nes"
"851931","Turntables with automatic record changing mechanism"
"851939","Turntables, without record changers"
"851940","Transcribing machines"
"851991","Cassette players, non-recording"
"851999","Sound reproducing apparatus, non-recording, nes"
"852010","Dictating machine requiring external power source"
"852020","Telephone answering machines"
"852031","Cassette type audio tape recorders, sound reproducing"
"852039","Non-cassette audio tape recorders, sound reproducing"
"852090","Audio recording equipment without sound reproduction"
"852110","Video recording/reproducing apparatus, magnetic tape"
"852190","Video record/reproduction apparatus not magnetic tape"
"852210","Pick-up cartridges"
"852290","Parts and accessories of recorders except cartridges"
"852311","Unrecorded magnetic tapes, width < 4 mm"
"852312","Unrecorded magnetic tapes, width 4-6.5 mm"
"852313","Unrecorded magnetic tapes, width > 6.5 mm"
"852320","Unrecorded magnetic discs"
"852390","Unrecorded sound recording media except photo/magneti"
"852410","Recorded gramophone records"
"852421","Recorded magnetic tapes, width < 4 mm"
"852422","Recorded magnetic tapes, width 4-6.5 mm"
"852423","Recorded magnetic tapes, width > 6.5 mm"
"852490","Sound recordings other than photographic products nes"
"852510","Transmission apparatus for radio, telephone and TV"
"852520","Transmit-receive apparatus for radio, TV, etc."
"852530","Television cameras"
"852610","Radar apparatus"
"852691","Radio navigational aid apparatus"
"852692","Radio remote control apparatus"
"852711","Radio receivers, portable, with sound reproduce/recor"
"852719","Radio receivers, portable, non-recording"
"852721","Radio receivers, external power,sound reproduce/recor"
"852729","Radio receivers, external power, not sound reproducer"
"852731","Radio-telephony receiver, with sound reproduce/record"
"852732","Radio-telephony etc receivers, nes"
"852739","Radio-broadcast receivers nes"
"852790","Radio reception apparatus nes"
"852810","Colour television receivers/monitors/projectors"
"852820","Monochrome television receivers/monitors/projectors"
"852910","Aerials and aerial reflectors"
"852990","Parts for radio/tv transmit/receive equipment, nes"
"853010","Electric signal, safety & traffic controls, railway"
"853080","Electric signal, safety & traffic controls, nes"
"853090","Electric signal, safety & traffic controller parts"
"853110","Burglar or fire alarms and similar apparatus"
"853120","Indicator panels incorporating electronic displays"
"853180","Electric sound or visual signalling apparatus, nes"
"853190","Parts of electric sound & visual signalling apparatus"
"853210","Fixed power capacitors (50/60 herz circuits)"
"853221","Electric capacitors, fixed, tantalum, nes"
"853222","Electric capacitors, fixed, aluminium electrolytic ne"
"853223","Electric capacitors, fixed, ceramic, single layer"
"853224","Electric capacitors, fixed, ceramic, multilayer,"
"853225","Electric capacitors, fixed, paper/plastic dielectric"
"853229","Electric capacitors, fixed, nes"
"853230","Electric capacitors, variable or adjustable (pre-set)"
"853290","Parts of electrical capacitors"
"853310","Electrical resistors, fixed carbon"
"853321","Electrical resistors fixed, power capacity < 20 watt"
"853329","Electrical resistors, fixed, except heating, > 20 wat"
"853331","Wirewound variable resistors, rheostats, etc, <20 wat"
"853339","Wirewound variable resistors, rheostats, etc > 20 wat"
"853340","Variable resistors, rheostats and potentiometers, nes"
"853390","Parts of electrical resistors, rheostats, etc"
"853400","Electronic printed circuits"
"853510","Electrical fuses, for voltage > 1kV"
"853521","Automatic circuit breakers for voltage 1-72.5 kV"
"853529","Automatic circuit breakers for voltage > 72.5 kV"
"853530","Isolating and make-and-break switches, voltage >1 kV"
"853540","Lightning arresters & voltage or surge limiters > 1kV"
"853590","Electrical apparatus for voltage > 1kV, nes"
"853610","Electrical fuses, for < 1,000 volts"
"853620","Automatic circuit breakers for < 1,000 volts"
"853630","Electrical circuit protectors nes for < 1,000 volts"
"853641","Electrical relays for < 60 volts"
"853649","Electrical relays for 60 - 1,000 volts"
"853650","Electrical switches for < 1,000 volts, nes"
"853661","Electrical lamp-holders, for < 1,000 volts"
"853669","Electrical plugs and sockets"
"853690","Electrical switch, protector, connecter for < 1kV nes"
"853710","Electrical control and distribution boards, < 1kV"
"853720","Electrical control and distribution boards, > 1kV"
"853810","Elictrical boards, panels, etc, not equipped"
"853890","Parts, electric switches, protectors & connectors nes"
"853910","Sealed beam lamp units"
"853921","Filament lamps, tungsten halogen"
"853922","Filament lamps, of a power <= 200 Watt, > 100 volts"
"853929","Filament lamps, except ultraviolet or infra-red, nes"
"853931","Fluorescent lamps, hot cathode"
"853939","Discharge lamps, other than ultra-violet lamps, nes"
"853940","Ultra-violet or infra-red lamps, arc lamps"
"853990","Parts of electric filament or discharge lamps"
"854011","Colour cathode-ray television picture tubes, monitors"
"854012","Monochrome cathode-ray picture tubes, monitors"
"854020","Television camera tubes and other photo-cathode tubes"
"854030","Cathode-ray tubes, except for television"
"854041","Magnetron tubes"
"854042","Klystron tubes"
"854049","Microwave tubes, except magnetron/klystron"
"854081","Receiver or amplifier valves and tubes"
"854089","Electronic valves/tubes, except receiver/amplifier"
"854091","Parts of cathode-ray tubes"
"854099","Parts of electronic valve & tubes, except cathode ray"
"854110","Diodes, except photosensitive and light emitting"
"854121","Transistors, except photosensitive, < 1 watt"
"854129","Transistors, except photosensitive, > 1 watt"
"854130","Thyristors/diacs/triacs, except photosensitive device"
"854140","Photosensitive/photovoltaic/LED semiconductor devices"
"854150","Semiconductor devices, not light sensitive or emittin"
"854160","Mounted piezo-electric crystals"
"854190","Parts of semiconductor devices and similar devices"
"854211","Monolithic integrated circuits, digital"
"854219","Monolithic integrated circuits, except digital"
"854220","Hybrid integrated circuits"
"854280","Electronic integrated circuits/microassemblies, nes"
"854290","Parts of electronic integrated circuits etc"
"854310","Particle accelerators"
"854320","Signal generators"
"854330","Apparatus for electro-plating, electrolysis, etc"
"854380","Electrical machines and apparatus, nes"
"854390","Parts of electrical machines and apparatus nes"
"854411","Insulated winding wire of copper"
"854419","Insulated winding wire, nes"
"854420","Co-axial cable and other co-axial electric conductors"
"854430","Ignition/other wiring sets for vehicles/aircraft/ship"
"854441","Electric conductors, nes < 80 volts, with connectors"
"854449","Electric conductors, nes < 80 volts, no connectors"
"854451","Electric conductors, 80-1,000 volts, with connectors"
"854459","Electric conductors, 80-1,000 volts, no connectors"
"854460","Electric conductors, for over 1,000 volts, nes"
"854470","Optical fibres and cables"
"854511","Carbon and graphite furnace electrodes"
"854519","Carbon and graphite electrodes, except for furnaces"
"854520","Carbon and graphite brushes"
"854590","Battery carbons  and carbon electrical items nes"
"854610","Electrical insulators of glass"
"854620","Electrical insulators of ceramics"
"854690","Electrical insulators, except glass/ceramics"
"854710","Electrical insulating fittings of ceramics"
"854720","Electrical insulating fittings of plastics"
"854790","Electrical insulating fittings except plastic/ceramic"
"854800","Electrical parts of machinery and apparatus, nes"
"860110","Rail locomotives, externally electrically powered"
"860120","Rail locomotives powered by electric accumulators"
"860210","Rail locomotives, diesel-electric"
"860290","Rail locomotives non-electric and locomotive tenders"
"860310","Self-propelled railway cars, external electric power"
"860390","Self-propelled railway cars except external electric"
"860400","Railway maintenance-of-way service vehicles"
"860500","Railway passenger and special purpose coaches"
"860610","Railway tank cars"
"860620","Railway wagons, insulated/refrigerated except tank ca"
"860630","Railway cars, self-discharging, nes"
"860691","Railway cars nes, closed and covered"
"860692","Railway cars nes, open, with sides > 60 cm high"
"860699","Railway cars nes"
"860711","Railway & tramway driving bogies  & bissel-bogies"
"860712","Railway & tramway bogies & bissel-bogies, non-driving"
"860719","Railway & tramway axles, wheels and parts"
"860721","Air brakes, parts for railway rolling stock"
"860729","Brakes except air, parts for railway rolling stock"
"860730","Coupling devices, parts for railway rolling stock"
"860791","Railway locomotive parts nes"
"860799","Railway rolling stock parts nes"
"860800","Signals etc for rail, tram, water-way, port, airfield"
"860900","Cargo containers designed for carriage"
"870110","Pedestrian controlled tractors"
"870120","Road tractors for semi-trailers (truck tractors)"
"870130","Track-laying tractors (crawlers)"
"870190","Wheeled tractors nes"
"870210","Diesel powered buses"
"870290","Buses except diesel powered"
"870310","Snowmobiles, golf cars, similar vehicles"
"870321","Automobiles, spark ignition engine of <1000 cc"
"870322","Automobiles, spark ignition engine of 1000-1500 cc"
"870323","Automobiles, spark ignition engine of 1500-3000 cc"
"870324","Automobiles, spark ignition engine of >3000 cc"
"870331","Automobiles, diesel engine of <1500 cc"
"870332","Automobiles, diesel engine of 1500-2500 cc"
"870333","Automobiles, diesel engine of >2500 cc"
"870390","Automobiles nes including gas turbine powered"
"870410","Dump trucks designed for off-highway use"
"870421","Diesel powered trucks weighing < 5 tonnes"
"870422","Diesel powered trucks weighing 5-20 tonnes"
"870423","Diesel powered trucks weighing > 20 tonnes"
"870431","Spark ignition engine trucks weighing < 5 tonnes"
"870432","Spark ignition engine trucks weighing > 5 tonnes"
"870490","Trucks nes"
"870510","Mobile cranes"
"870520","Mobile drilling derricks"
"870530","Fire fighting vehicles"
"870540","Mobile concrete mixers"
"870590","Special purpose motor vehicles nes"
"870600","Motor vehicle chassis fitted with engine"
"870710","Bodies for passenger carrying vehicles"
"870790","Bodies for tractors, buses, trucks etc"
"870810","Bumpers and parts thereof for motor vehicles"
"870821","Safety seat belts for motor vehicles"
"870829","Parts and accessories of bodies nes for motor vehicle"
"870831","Mounted brake linings for motor vehicles"
"870839","Brake system parts except linings for motor vehicles"
"870840","Transmissions for motor vehicles"
"870850","Drive axles with differential for motor vehicles"
"870860","Non-driving axles/parts for motor vehicles"
"870870","Wheels including parts/accessories for motor vehicles"
"870880","Shock absorbers for motor vehicles"
"870891","Radiators for motor vehicles"
"870892","Mufflers and exhaust pipes for motor vehicles"
"870893","Clutches and parts thereof for motor vehicles"
"870894","Steering wheels, columns & boxes for motor vehicles"
"870899","Motor vehicle parts nes"
"870911","Work trucks, electrically powered"
"870919","Work trucks except electrically powered"
"870990","Work truck parts"
"871000","Tanks and other armoured fighting vehicles"
"871110","Motorcycles, spark ignition engine of < 50 cc"
"871120","Motorcycles, spark ignition engine of 50-250 cc"
"871130","Motorcycles, spark ignition engine of 250-500 cc"
"871140","Motorcycles, spark ignition engine of 500-800 cc"
"871150","Motorcycles, spark ignition engine of > 800 cc"
"871190","Motorcycles with other than a spark ignition engine"
"871200","Bicycles, other cycles, not motorized"
"871310","Wheelchairs not mechanically propelled"
"871390","Wheelchairs, mechanically propelled"
"871411","Motorcycle saddles"
"871419","Motorcycle parts except saddles"
"871420","Wheelchair parts"
"871491","Bicycle frames and forks, and parts thereof"
"871492","Bicycle wheel rims and spokes"
"871493","Bicycle hubs, free-wheel sprocket wheels"
"871494","Bicycle brakes, parts thereof"
"871495","Bicycle saddles"
"871496","Bicycle pedals/crank-gear, parts thereof"
"871499","Bicycle parts nes"
"871500","Baby carriages and parts thereof"
"871610","Trailers for housing or camping"
"871620","Trailers for agricultural purposes"
"871631","Tanker trailers and semi-trailers"
"871639","Trailers nes for the transport of goods"
"871640","Trailers, semi-trailers nes"
"871680","Wheelbarrows, hand-carts, rickshaws etc"
"871690","Trailer/non-mechanically propelled vehicle parts nes"
"880110","Gliders, hang gliders"
"880190","Balloons, dirigibles, non-powered aircraft nes"
"880211","Helicopters of an unladen weight < 2,000 kg"
